"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"30531-1943","1","Transdev Alternative Services","Monthly","11","2021","DEC-2021","SADHW2S16M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","0f2b5c50f367aad","9742"," ","In-Vehicle (Commercial / Test)","","Y"," ","Yes","ADS","Waymo LLC."," "," "," "," ","Y"," "," "," ","","NOV-2021"," ","NOV-2021","01:50"," ","03d5dd9340f2d40","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," ","Y"," "," "," "," "," "," "," "," "," ","Stopped","No","No","Yes","0"," "," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 1:50 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle at [XXX] at [XXX]. The Waymo AV was traveling westbound on [XXX] when it yielded to an oncoming passenger vehicle. As the passenger vehicle passed the stopped Waymo AV, its driver side rearview mirror made contact with a Waymo AV sensor. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo sustained minor damage and the passenger vehicle sustained minor damage.Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to Waymo LLC report WaymoLLC-2021/11/[XXX]-0 (rev.[XXX])."," "
"30531-1942","1","Transdev Alternative Services","Monthly","11","2021","DEC-2021","SADHW2S19M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","4edb4192b29d35b","11749"," ","In-Vehicle (Commercial / Test)","","Y"," ","Yes","ADS","Waymo LLC."," "," "," "," ","Y"," "," "," ","","NOV-2021"," ","NOV-2021","13:23"," ","837ba2955e69b46","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," ","Y"," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 1:23 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle at [XXX] at [XXX]. The Waymo AV was stopped at a red light on [XXX] at [XXX]. When the traffic light turned green, the passenger vehicle behind the Waymo AV struck the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained minor damage, and the trailing passenger vehicle sustained minor damage. Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This is a duplicate report for Waymo LLC WaymoLLC-[XXX])."," "
"30531-1941","1","Transdev Alternative Services","Monthly","11","2021","DEC-2021","SADHW2S16M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","c0bc3685a7d18ca","4737"," ","In-Vehicle (Commercial / Test)","","Y"," ","Yes","ADS","Waymo LLC."," "," "," "," ","Y"," "," "," ","","NOV-2021"," ","NOV-2021","11:11"," ","45f715e92eb4757","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","No Injuries Reported","Yes","Crossing into Opposing Lane","No","No"," "," "," "," "," "," "," "," "," "," ","Y","Stopped","No","No","Yes","0"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 11:11 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving an SUV on the [XXX]. The Waymo AV was in autonomous mode and traveling northbound on [XXX] as it crossed the intersection at [XXX]. An SUV then turned right from [XXX] onto [XXX] and began closely following the Waymo AV. The Waymo AV test driver then took manual control and stopped the Waymo AV. The SUV then stopped, reversed, and drove around the Waymo AV and made contact with the Waymo AVs driver side rear fender. At the time of the impact the Waymo AVs Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage and the SUV left the scene without exchanging information.Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to Waymo report WaymoLLC-[XXX])."," "
"30531-1940","1","Transdev Alternative Services","Monthly","11","2021","DEC-2021","2C4RC1K71HR"," ","N/A","Chrysler","Pacifica"," ","2017"," ","6809bca2e95dc4f","20839"," ","In-Vehicle (Commercial / Test)","","Y"," ","Yes","ADS","Waymo LLC."," "," "," "," ","Y"," "," "," ","","NOV-2021"," ","NOV-2021","18:47"," ","4e4a38ea028e125","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Chandler"," ","AZ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Making Right Turn","No","No"," "," "," "," "," "," "," "," ","Y"," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 6:47 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Chandler, AZ was in a collision involving a passenger vehicle at a shopping mall parking lot exit at [XXX]. The Waymo AV was attempting a right turn from the [XXX] parking lot onto southbound [XXX] when it began yielding for approaching traffic and came to a stop. A passenger vehicle behind the Waymo AV then struck the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained minor damage, and the passenger vehicle sustained minor damage. Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to Waymo LLC report WaymoLLC-[XXX])."," "
"30711-1759","3","Pony.ai","Other Update","","","DEC-2021","KM8K23AG3MU"," ","N/A","Hyundai","Kona EV"," ","2021"," ","68822f2575e302d","2550"," ","In-Vehicle and Remote (Commercial / Test)","L4"," "," ","Yes","ADS","Pony.ai"," "," "," "," "," ","Y"," "," ","","OCT-2021"," ","OCT-2021","10:50"," ","aeb0ef282584e35","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Fremont"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","40"," ","Daylight","Y"," "," "," "," "," "," "," ","","Other Fixed Object","No Injuries Reported","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Changing Lanes","No","Yes","Yes","35"," "," "," "," "," "," ","Y"," "," "," ","Y"," ","Y"," ","Y"," ","Y"," "," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","CONTEXT AND HISTORY FOR THIS ""OTHER"" UPDATED REPORT: Pony.ai originally submitted a monthly report on November [XXX], 2021, and an amended and corrected report on November [XXX], 2021.  As required by the SGO, Pony.ai submitted a ""10-day"" update to the amended report on November [XXX], 2021. Subsequently, in a November [XXX], 2021 meeting with NHTSA, Pony.ai presented a full report regarding the crash and material facts and circumstances to a number of NHTSA officials, and answered the agency's questions. This supplemental ""Other"" Report is intended only to provide two minor technical corrections to Pony.ai's prior reports, in order to ensure the details of the written reports, as revised, are accurate. This is not a ""1-Day"", ""Monthly"" or ""Monthly-No Incidents"" Report. To facilitate a clear record, this ""Other"" Updated Report reproduces verbatim the narrative descriptions from the prior reports concerning this incident. UNEDITED NARRATIVE FROM ORIGINAL MONTHLY REPORT (11/[XXX]/21) AND AMENDED REPORT (11/[XXX]/21): On October [XXX], 2021, after turning right onto [XXX] from [XXX], the Pony.ai Autonomous Vehicle (""Pony.ai AV"") performed a left lane change maneuver in autonomous mode (SAE L4). While performing the lane change, the Pony.ai AV came into contact with a center divider on [XXX] and the traffic sign that was posted on the divider. The Pony.ai AV suffered moderate damage to the front of the vehicle and the undercarriage. There were no injuries and no other vehicles involved. [XXX] were called to report the incident and the damaged street sign. Pony.ai has subsequently worked with local authorities to resolve all issues related to the damaged sign. Please note that the latitude/longitude provided are GPS coordinates of the location address.UNEDITED ADDITIONAL NARRATIVE FROM 10-DAY UPDATE: NHTSA has requested the Company to debrief the Agency on this incident. That meeting is scheduled for November [XXX], 2021.  Pony.ai will present a full updated report of the incident to NHTSA at that time and the current status of the Company's investigation.TECHNICAL CORRECTIONS FOR THIS ""OTHER"" UPDATED REPORT (12/[XXX]/2021): Pony.ai provides the following corrections to its prior reports on the incident: (1) The Pony.ai AV did not turn onto [XXX] from [XXX] as first reported. Rather the Pony.ai AV was traveling straight on [XXX] and crossed through an intersection with [XXX] before entering the segment of [XXX] on which it changed lanes and subsequently had a collision (2) Pony.ai has updated the VIN number of the subject vehicle in the data fields above, as there was one digit that was incorrect in our original reports due to a clerical error."," "
"30270-1923","1","Waymo LLC","Monthly","11","2021","DEC-2021","2C4RC1K71HR"," ","N/A","Chrysler","Pacifica"," ","2017"," ","6809bca2e95dc4f","20839"," ","In-Vehicle (Commercial / Test)","4th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","18:47"," ","4e4a38ea028e125","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Chandler"," ","AZ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Making Right Turn","No","No"," "," "," "," "," "," "," "," ","Y"," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 6:47 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Chandler, AZ was in a collision involving a passenger vehicle at a shopping mall parking lot exit at [XXX]. The Waymo AV was attempting a right turn from the [XXX] parking lot onto southbound [XXX] when it began yielding for approaching traffic and came to a stop. A passenger vehicle behind the Waymo AV then struck the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained minor damage, and the passenger vehicle sustained minor damage. Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date."," "
"30270-1922","1","Waymo LLC","Monthly","11","2021","DEC-2021","SADHW2S16M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","c0bc3685a7d18ca","4737"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","11:11"," ","45f715e92eb4757","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","No Injuries Reported","Yes","Crossing into Opposing Lane","No","No"," "," "," "," "," "," "," "," "," "," ","Y","Stopped","No","No","Yes","0"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 11:11 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving an SUV on the [XXX]. The Waymo AV was in autonomous mode and traveling northbound on [XXX] as it crossed the intersection at [XXX]. An SUV then turned right from [XXX] onto [XXX] and began closely following the Waymo AV. The Waymo AV test driver then took manual control and stopped the Waymo AV. The SUV then stopped, reversed, and drove around the Waymo AV and made contact with the Waymo AVs driver side rear fender. At the time of the impact the Waymo AVs Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage and the SUV left the scene without exchanging information.Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date."," "
"30270-1921","1","Waymo LLC","Monthly","11","2021","DEC-2021","SADHW2S19M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","4edb4192b29d35b","11749"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","13:23"," ","837ba2955e69b46","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," ","Y"," "," ","Y"," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 1:23 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle at [XXX]  at [XXX]. The Waymo AV was stopped at a red light on [XXX] at [XXX]. When the traffic light turned green, the passenger vehicle behind the Waymo AV struck the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained minor damage, and the trailing passenger vehicle sustained minor damage. Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date."," "
"30270-1920","1","Waymo LLC","Monthly","11","2021","DEC-2021","SADHW2S16M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","0f2b5c50f367aad","9742"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","01:50"," ","03d5dd9340f2d40","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," ","Y"," "," "," "," "," "," "," "," "," ","Stopped","No","No","Yes","0"," "," ","Y","Y"," "," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On November [XXX], 2021 at 1:50 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle at [XXX] at [XXX]. The Waymo AV was traveling westbound on [XXX] when it yielded to an oncoming passenger vehicle. As the passenger vehicle passed the stopped Waymo AV, its driver side rearview mirror made contact with a Waymo AV sensor. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo sustained minor damage and the passenger vehicle sustained minor damage. Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date."," "
"669-1762","3","Hyundai Motor America","Monthly Update","12","2021","DEC-2021","KM8K23AG3MU"," ","N/A","Hyundai","Kona EV"," ","2021"," ","68822f2575e302d","","Y","Other, see Narrative","","Y"," ","Yes","ADS","Pony.ai"," "," "," "," "," ","Y"," ","Y","Independent third-party tester","OCT-2021"," ","NOV-2021","","Y","aeb0ef282584e35","","Y","","Y","","Y","Fremont"," ","CA ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Pole / Tree","No Injuries Reported","Unknown","","",""," "," "," "," "," "," "," "," "," "," "," ","Unknown","Unknown","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," "," ","Y","Unknown","","Y","Yes","","Y","","Y","","Y","No, see Narrative"," ","HMA was informed of this incident during a discussion with NHTSA's ODI on November [XXX], 2021. According to the information provided, a 2021 Kona EV was being operated by a non-production SAE Level 4 ADAS in an unknown mode when the Level 4 system experienced a communication error, switched to an auxiliary backup system, resulting in the vehicle crashing into a road sign/ pole.  The vehicle was undrivable post-crash.  No injuries were reported.
Hyundai notes that the subject vehicle was produced and sold with SAE Level 1 and below ADAS only.  
Hyundai also notes that it has not collaborated with Pony.ai since February 2020.
11/[XXX]/2021: No new updates available.
12/[XXX]/2021: No new updates available."," "
"30531-1821","2","Transdev Alternative Services","10-Day Update","","","DEC-2021","SADHW2S10M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","07333aef835ef03","17392"," ","In-Vehicle (Commercial / Test)","","Y"," ","Yes","ADS","Waymo LLC."," "," "," "," ","Y"," "," "," ","","DEC-2021"," ","DEC-2021","16:30"," ","92abe0be65a945a","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Unknown","No Unusual Conditions","25"," ","Daylight"," "," "," "," "," "," ","Y"," ","","SUV","No Injuries Reported","Yes","Changing Lanes","No","Unknown"," "," "," "," "," "," "," "," ","Y"," "," ","Proceeding Straight","No","Yes","Yes","8"," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On December [XXX], 2021 at 4:30 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving an SUV on [XXX] between [XXX] and [XXX]. While in autonomous mode, the Waymo AV turned right from southbound [XXX]onto westbound [XXX]. As the Waymo AV proceeded onto [XXX] in the far right lane, an SUV also proceeding westbound on [XXX]"," "
"30531-1796","2","Transdev Alternative Services","10-Day Update","","","DEC-2021","SADHW2S13M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","f97408305266b85","13034"," ","In-Vehicle (Commercial / Test)","","Y"," ","Yes","ADS","Waymo LLC."," "," "," "," ","Y"," "," "," ","","NOV-2021"," ","NOV-2021","18:08"," ","462947832bd2caa","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","Yes","Yes","0"," ","Y"," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","The content of this report is unchanged from the initial report submitted on November [XXX], 2021 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. On November [XXX], 2021 at 6:08 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle at [XXX] at [XXX]. The Waymo AV was stopped at a red light on eastbound [XXX] at [XXX]"," "
"30270-1872","1","Waymo LLC","1-Day","","","DEC-2021","SADHW2S10M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","07333aef835ef03","17392"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","16:30"," ","92abe0be65a945a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight"," "," ","Y"," "," "," "," "," ","","SUV","No Injuries Reported","Yes","Changing Lanes","No","No"," "," "," "," "," "," "," "," ","Y"," "," ","Proceeding Straight","No","Yes","Yes","8"," "," "," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," "
"30412-1870","1","Cruise LLC","Monthly","11","2021","DEC-2021","5G21A6P02L4"," ","N/A","Chevrolet","Bolt"," ","2020"," ","b43e9bbd3c760e2","31487"," ","In-Vehicle and Remote (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Cruise"," "," "," "," "," ","Y"," "," ","","NOV-2021"," ","NOV-2021","15:05"," ","f569d4f9a3d9b18","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Making Left Turn","No","No"," "," ","Y"," "," "," "," "," "," "," "," ","Proceeding Straight","No","No","Yes","0"," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on southbound [XXX] at the intersection with [XXX]. As the Cruise AV entered the intersection on a green light and continued southbound on [XXX], a Honda Civic traveling northbound on [XXX] initiated an unprotected left turn in the intersection. The Cruise AV hard braked but, shortly thereafter, the Honda Civic made contact with the Cruise AV, damaging the back left bumper of the Cruise AV. Police were not called to the scene and no injuries were reported. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"30270-1831","1","Waymo LLC","1-Day","","","DEC-2021","SADHW2S13M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","f97408305266b85","13034"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","NOV-2021"," ","NOV-2021","18:08"," ","462947832bd2caa","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","Yes","Yes","0"," ","Y"," "," ","Y"," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","The content of this report is unchanged from the initial report submitted on November [XXX], 2021 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. On November [XXX], 2021 at 6:08 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, CA was in a collision involving a passenger vehicle at [XXX] at [XXX]. The Waymo AV was stopped at a red light on eastbound [XXX] at [XXX]"," "
