"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"13781-1939","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJSA1E69MF"," ","N/A","Tesla","Model S"," ","2021"," ","891be45aac5f2dd","1565"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","18:29"," ","7019be9c3fa5320","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Atlanta"," ","GA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1936","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJSA1E27MF"," ","N/A","Tesla","Model S"," ","2021"," ","741620d5dc6e9bd","11601"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","DEC-2021","14:30"," ","2372215b380c831","","Y","","Y","","Y","","Y","UNK","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1934","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJYGDEF5LF"," ","N/A","Tesla","Model Y"," ","2020"," ","ac13b4f1687a709","25891"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","16:57"," ","574723112c9f397","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Pasadena"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","No","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1933","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJYGDEEXMF"," ","N/A","Tesla","Model Y"," ","2021"," ","b281a341a9200f3","24122"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","21:34"," ","a8c826e4f1c99d0","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Nashua"," ","NH ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1932","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJYGDEE0LF"," ","N/A","Tesla","Model Y"," ","2020"," ","a5f69ad32c7f53e","20885"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","02:44"," ","53c4a6c97863cc0","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Basking Ridge"," ","NJ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1913","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJ3E1EA0KF"," ","N/A","Tesla","Model 3"," ","2019"," ","2cb128858b7c169","41092"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," ","Y","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","23:13"," ","eaef72b3191f510","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Woodside"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","No","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"1243-1582","4","Subaru of America, Inc.","Monthly Update","12","2021","DEC-2021","JF2SKARCXMH"," ","N/A","Subaru","Forester"," ","2021"," ","531df7c2eb50fe4","23375"," ","Consumer","","Y"," ","No","ADAS",""," ","Y","Y","Y"," "," "," "," ","","OCT-2021"," ","NOV-2021","07:18"," ","7796765cf6c9f3f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Dog Town"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Daylight"," "," ","Y"," "," "," "," "," ","","Animal","Minor","Yes","Unknown","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","70"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," "," ","Y","Y","Y"," "," "," "," ","Unknown","","Y","No","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"1243-1392","4","Subaru of America, Inc.","Monthly Update","12","2021","DEC-2021","JF2SKAJC7MH"," ","N/A","Subaru","Forester"," ","2021"," ","3a36a7733d2dd83","22781"," ","Consumer","","Y"," ","No","ADAS",""," ","Y","Y","Y"," "," "," "," ","","OCT-2021"," ","OCT-2021","15:25"," ","c23000d2e8b4e40","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Riverside"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","Minor","Yes","Other, see Narrative","Unknown","Yes","Y"," "," ","Y"," "," ","Y"," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","70"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," "," ","Y","Y","Y"," "," "," "," ","Unknown","","Y","No","","Y","","Y","","Y","Unknown"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"1306-1376","4","Toyota Motor Engineering & Manufacturing","Monthly Update","12","2021","DEC-2021","4T1G11AK3MU"," ","N/A","Toyota","Camry"," ","2021"," ","e631d5e01d7073b","17283"," ","Consumer","TSS 2.5+"," "," ","No","Unknown, see Narrative",""," ","Y"," "," ","Y"," "," "," ","","SEP-2021"," ","OCT-2021","08:29"," ","4a57ce4beb4f505","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Orange Grove"," ","TX ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rural Road","Dry","Unknown","70"," ","Daylight","Y"," "," "," "," "," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","78"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Y","Y"," "," "," ","Y"," "," ","Yes","Dept of Public Safety of Texas"," ","No","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","Unknown"," ","10/[XXX]/2021: In this report, the entries above are based on unconfirmed allegations.  Toyota was contacted by Enterprise Rental Car claims regarding this case. According to communications between Toyota and the Enterprise Rental Car claims handler, the rental driver alleged that they were driving 5570mph with the cruise control engaged when the ""Lane assist jerked him off the road and he lost control of veh causing him to hit a guard rail"". The driver alleges they suffered burns on both shins from airbag deployment.
11/[XXX]/2021: The Event Data Recorder (EDR) data was collected from the vehicle, which included vehicle operation data recorded 4.6 seconds prior and up to the airbag deployment trigger timing. This EDR event recorded that the cruise control was OFF at the time of, and during the 4.6 seconds leading up to the airbag deployment trigger.
This update report is being submitted under SGO 2021-01 - Request 3 based on the EDR data and police report that have been received since the original report.  The original report ID is 1306-1376-1.
12/[XXX]/2021: Based on the collected Vehicle Control History (VCH) and EDR data, this vehicle was traveling straight (steering angle of approximately 0 degrees) from approximately 4.6 seconds until 1.1 seconds before the crash event. At 0.1 seconds prior to the crash event, the steering wheel was turned -37.5 degrees. This steering angle resulted in a vehicle lateral acceleration of approximately 1.79G, [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The cruise control was OFF in the recorded VCH and EDR records leading up to the crash, which indicates that Lane Tracing Assist was not engaged. There is no further investigation of this incident planned by Toyota at this time.","Y"
"13781-1858","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJ3E1EA5JF"," ","N/A","Tesla","Model 3"," ","2018"," ","6daea3845038502","37872"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","11:23"," ","5a13d8791eee1c9","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Hopewell Junction"," ","NY ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1857","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJSA1E24GF"," ","N/A","Tesla","Model S"," ","2016"," ","5c743dd4efc1a2f","84480"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","08:32"," ","77140c75de64928","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Mt. Gilead"," ","OH ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1856","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJXCBE46GF"," ","N/A","Tesla","Model X"," ","2016"," ","c7d1c9f4156f3d5","47883"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","06:13"," ","7dd9ad4fc8b8b9a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Williamston"," ","SC ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1855","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJ3E1EA0KF"," ","N/A","Tesla","Model 3"," ","2019"," ","53b3ac23bc5fe8f","50762"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","05:16"," ","563fb4d3e23f0ef","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Miramar"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1854","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJYGDEF9MF"," ","N/A","Tesla","Model Y"," ","2021"," ","092caac6f13a593","11012"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","21:57"," ","340559fe4a5e780","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Twentynine Palms"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"28349-1805","2","Lucid Motors, Inc.","10-Day Update","","","DEC-2021","50EA1DAA5NA"," ","N/A","Lucid Motors","Dream/Prototype"," ","2022"," ","eab07ddb37ca3f0","7328"," ","In-Vehicle (Commercial / Test)","Level 2"," "," ","","ADAS","Lucid Motors- Test Driver"," "," ","Y"," "," ","Y"," "," ","","NOV-2021"," ","DEC-2021","21:45"," ","4f2f2a2f3679797","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","Newark"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Dark - Not Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Stopped","Unknown","Yes","Y"," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","69"," "," "," "," "," "," "," "," "," ","Y"," "," ","Y","Y","Y"," ","Y"," "," "," ","Yes","California Highway Patrol"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Yes"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1826","2","Tesla, Inc.","10-Day Update","","","DEC-2021","5YJ3E1EC7LF"," ","N/A","Tesla","Model 3"," ","2020"," ","96b8c68634faf89","30345"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","04:46"," ","9c40aafd6de9f7f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Jacksonville"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","70"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Other Fixed Object","Unknown","Unknown","","",""," "," "," "," "," "," "," "," "," "," "," ","Lane / Road Departure","Yes","Unknown","No, see Narrative","60"," "," ","Y","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1825","2","Tesla, Inc.","10-Day Update","","","DEC-2021","5YJYGAEE5MF"," ","N/A","Tesla","Model Y"," ","2021"," ","9d4a61185b682ac","11258"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","00:16"," ","a205fe376bcc81b","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Ramona"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rural Road","Dry","No Unusual Conditions","50"," ","Daylight","Y"," "," "," "," "," "," "," ","","Pickup Truck","Unknown","Unknown","Proceeding Straight","Unknown","Unknown"," ","Y","Y"," "," "," "," "," "," "," "," ","Lane / Road Departure","Yes","Unknown","Unknown","32"," "," ","Y","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1826","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJ3E1EC7LF"," ","N/A","Tesla","Model 3"," ","2020"," ","96b8c68634faf89","30345"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","04:46"," ","9c40aafd6de9f7f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Jacksonville"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-1825","1","Tesla, Inc.","1-Day","","","DEC-2021","5YJYGAEE5MF"," ","N/A","Tesla","Model Y"," ","2021"," ","9d4a61185b682ac","11258"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","DEC-2021"," ","DEC-2021","00:16"," ","a205fe376bcc81b","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Ramona"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
